[##V]_0,[##V]_1,[##V]_2,[AGENCY]_0,[AGENCY]_1,[AGENCY]_2,[CS]_0,[CS]_1,[CS]_2,[UID]_0,[UID]_1,[UID]_2,[YEAR]_0,[YEAR]_1,[YEAR]_2
-1088165153,-1557002434,-1722309790,-597448520,-1120944076,1275570202,-1733207893,1767233034,896847438,-741198328,471534321,-751833940,1556429896,-767478560,1412076059
15068615,194859786,1228400682,1775056535,1438537668,731085843,-219802519,-667434802,-1624270959,1618410109,-331224061,-805380566,1224876280,-1430655573,371831799
-1047693992,-1395828120,-2092064187,-1776704734,-1995679704,1486833847,558915995,-2033067335,1755747470,-1082000497,-1292458069,-867899954,864042453,-141705360,-1692960675
1753269642,667099582,-1477878745,1466350499,58493850,-1662884437,1756043624,-1236726006,-1407370532,500879242,292185991,-365921417,-1546581311,-1412853649,741949379
-1719466877,-1401437024,-1931068920,-1123241809,-570222185,62267796,2046176467,-86417743,-2110188559,-2097230884,110350776,-1513767038,-560882018,-2086957695,-1342662273
183988740,1326547467,-688693593,1678951061,-1873252373,1431201610,-368036247,-323004057,-1561883140,-995660001,611972762,-86724248,1650867719,920948777,-813260564
-495407727,-979773796,-195551032,-664442978,791530605,-941491798,-1486190438,1545325633,312827639,-1495724090,-1382961678,1575332955,500832082,1251760716,385268904
-898827454,1585314190,-1537925146,1570201011,1071919397,630069051,1179064767,231257262,-1909711244,-1484128905,-1785689991,-208379153,-891008346,-847965365,-490940792
-345519142,-296803407,1576402883,-1014468341,1389183247,-1467244523,-2146164774,-1873733186,1291507489,-1720267871,101809779,1475597815,640374675,-816440305,-596041023
1106685301,-1591773193,444069280,2041192498,887782471,-817429482,-895788830,-2126671222,1859140976,1976361915,331801937,407624424,1398448519,1995422863,1471777369
-832087116,-2120129784,1141831068,1207022719,1389985541,-1059566148,392861269,1893580357,1918401651,-387158294,-95432449,-617855108,-1913322231,910501585,-745719444
-1964696998,-88075245,1898474332,1099114198,-2005921150,340637013,1882277089,125238761,-33918913,-780189221,-1306851130,1596395963,-516391007,-1950957749,520386071
-181371455,2106147125,1311146441,1272619438,70929016,1465514936,-115487141,1808377624,1023691614,217469450,-2062334941,1309584112,1754604119,-388521470,-1265410051
-672859839,-944784661,102148100,1527295632,-1779251753,1090952903,339052137,1563010486,2100455034,667669364,-810494827,-920996009,-553635513,-713599953,2090271874
-232857594,-1167879154,-48083344,-1354624801,1002469628,1821043452,-635100056,-541721956,-485964562,-1776705476,-1179177863,647667804,1183185033,-302546703,-71724993
897610780,-446641282,-60617077,829562873,-2104862098,-2070260510,-1839325956,-1470009305,395433627,-1117620596,1827721727,-694881632,1800424379,-776354122,-1704966621
1268398618,920913055,569364178,1498765170,-1082608853,-2095655472,-443215435,-1948171059,2089778068,-427269638,-269936633,-1078861975,1096854577,-436278185,466307626
-227846184,1118371504,-1182122485,-1797264504,468329791,-556390034,-1932927867,1625389610,-1693630381,540265185,1788430142,238619553,-51693532,1465185557,452766110
-2086091,570024665,-167083920,415117877,1333817651,-341076283,-1875548438,1938694092,1734940518,1601129001,-1152568767,1898014936,1993329075,660718321,-1379887930
1008618608,-55688594,-1154191752,1701144413,-99061882,-408130716,1540134227,16428026,-1179594239,-1410274269,1399141908,-1161295822,-831218828,-350713944,980705956
-84670360,-1281798112,-1327078887,1693374401,-1980972310,-639054297,-95548716,885582578,-368188986,962714234,201483484,-1856541407,-1634395718,-1296471273,-820834286
1385902492,2039187582,-2016067601,-76728369,-1481152954,96352482,421643431,1836468544,2082686573,-2105244037,-1738970810,1823489224,94408186,-1638823585,1631903349
2054168260,323719332,-363182577,1327936290,2075279050,1824917148,-758797855,-602659756,-410270698,-389381912,-399803073,931098093,-1719868285,606263109,1843512511
729701700,-895004571,1978237671,984574894,416681647,-1460407458,1627826685,2024451252,20736053,1784814051,-1111586691,-565636349,-227212080,-24228681,1447278163
-805782651,48310858,1433701324,-924342725,-228793882,1028588821,216514639,860763728,-979471442,-734594252,326525796,-1052389454,1207504694,-133280700,-1355500661
-421906236,-1156518620,1845417410,1816656950,102977025,1992242833,1555180283,437253943,-883227168,-1650056654,1921645045,857411912,-1522473267,661034462,-1523647241
-260420289,-1396987690,-1897930077,900750929,-1204865368,-1055653826,1928286344,1739614525,-1102994047,1350599246,1796930305,770803220,1598292154,-1867615463,120906811
-1201242261,2074426366,-313226118,-656993878,1661516615,830095859,2048219182,39981892,-1959321217,-76684311,-1726324859,265876629,516621172,502931819,1633565309
1812628442,1317830247,-209390148,1582840217,1416990080,1297369885,1449198936,1268079375,-398928359,1970140433,-396504016,991806585,1189499099,1322804010,804941193
1760417110,-464629171,-75297663,-1262680011,-1317145444,-2009291859,1486840735,-115897256,1099316559,-630823542,1498256525,944889794,-1490982340,1153612423,-470011245
439463028,-1392056758,1909942259,-1903876258,479122157,-1703341138,-605555848,1462283700,1709536169,368933131,-106149133,907802701,978202081,459071395,308226731
-1382515180,-125328909,781741070,139567750,1563586434,1913920808,-1217557761,-1631826853,1106232522,-1243227294,-1148843287,1161844582,-685862990,-402020641,-1685632424
2121599369,-1868193121,958612943,-918258856,316934709,440549333,-1302136033,1408268430,-1908921399,1727076897,-1571689711,-1699665628,-2037348785,-1537899350,-1132238421
-2084079656,-1043055559,423410292,1890783501,35536038,2127758112,-878567401,-538453828,1585834552,-1540559850,783308562,1060634256,360273128,-115106214,1922040274
-88489989,-1934896674,-1119274344,-735203233,-1742752802,291937650,67689941,-1144920460,-1210776935,-1881805543,-1360227295,-1118199556,-640940591,-286659098,-254871545
252603711,-216395848,-1318170710,-2015864884,-435151775,812940777,1538514147,188307762,242097680,-776900240,-1824735555,-679914683,-855493335,534674272,-1107257472
1510946448,-95394377,656722584,640359875,444854387,1727222556,-227097018,546845202,-928057978,1360593308,-56969051,-2127932734,544819722,336880774,352070192
1975167934,1203096978,-999274757,3763163,987911278,-118219969,1329603276,129385421,1617328356,1910261683,1710070152,366859968,961845786,-1558318957,-1811310275
365849514,1679919438,-789707848,-1879637894,1879765217,1096668153,230639588,59911425,188840730,-977045043,927918971,-738471346,1933754127,-1561474941,1574157058
-187597934,1792118325,-1629592302,799976424,-1006343870,22103452,-367575429,1426223285,1379823852,-1075325724,1374418886,-1147146956,1606779383,-480458295,236726425
804100242,2055967495,-73460019,1278463468,-1400534678,-1467967534,-511937268,-179252039,-62826407,-147355104,2038480509,-450158898,1868911602,-192045079,1165347584
1934305899,-1679859826,-1069675147,2109512224,907752999,-979995073,-1953879889,2120524702,1921485583,-1386490836,-1630487439,-1559844524,-1061837613,-62922022,-1977074425
829008351,-24515611,-499180619,-1985452025,653429594,-1577979590,982423239,-354530711,1390954280,-659692623,-1020029054,256605390,-2129715329,-1005733838,1324958587
746128107,-535518473,890386509,-300349425,-300796959,-910266862,1088351511,2138996757,1634286439,1682193998,-819340204,-316846833,439279762,5708282,62964787
1381554951,-561618362,1676914164,-1627956916,-2055163819,723452530,1858742036,86031998,-1817605651,-1832917324,1225184705,-1310440153,1565452901,1157305185,1809750246
-2027839454,85459215,-1438630722,-97882812,-853840673,1016199123,-646277020,-2093754587,360938229,615602596,-1535791950,-470121537,-105201350,1794467253,1262774483
-406515467,-695768790,1275122692,1511868552,1122233403,-804098853,-1449586675,744609777,850703825,1391499990,403925359,1467010284,1320691067,-722372219,2085544501
