Salary_0,Salary_1,YearsExp_0,YearsExp_1,[##V]_0,[##V]_1,[Academia]_0,[Academia]_1,[Degree]_0,[Degree]_1,[Region]_0,[Region]_1
1086820728,-1242487108,1342135818,-1671933035,0,1,-2051362290,1029132380,-130791649,1661606881,1676001316,1607080338
396266425,-37289328,-436604457,1017204781,0,1,1521818916,-1134591722,21352479,-1214388490,632901913,-885446448
-47187051,-270698694,755255636,-1287849826,0,1,-1143490971,-132795802,800926439,594218373,290537570,1545523925
274890034,375198691,-550932837,528207131,0,1,1555758680,78256159,1825600006,992047962,1451354636,1144389047
-587433682,1974593439,195325962,902833563,0,1,849445196,-2124848088,881522411,-482193115,1713712040,-377865003
445609306,733622735,2094836440,-396179688,0,1,241852156,1156016874,1370308335,-1041020658,-959202106,-2033800773
89223730,-699430574,1545827240,1774302107,0,1,1660368349,-439553435,1393618172,-1135453019,90759091,1314269616
1083212778,-1636136242,971590222,1356412538,0,1,-1221209529,-2070865591,-734825249,569930360,-1916815445,2078791106
-1775549851,-1011039186,-1161261869,1930290661,0,1,989543243,-1794400202,-1983341899,1762676856,2137818309,-1354932351
-1613935797,904092331,-218686345,1168848360,0,1,674560478,1723478498,407164400,1246889214,1628646409,-988951245
83618074,-1891357714,1984668325,1484445813,0,1,-483735150,1710372801,1476781785,2118326239,-1144066940,-671919648
659092120,425998142,-458084711,-83237240,0,1,2033392808,-1405024643,-169670916,467700479,-905699421,172337375
-171928673,1479711922,-298560128,-24387937,0,1,-945543674,-1797480554,-765438491,-2019294563,-591694040,1145454160
421063489,668681928,1745725876,929130465,0,1,221087155,2085724237,-583684355,-461093268,-1330860660,-653118641
-891030754,1822828662,1770663120,-1975944371,0,1,5100752,-1652221569,665336586,-866936574,-522014020,578393020
-1246423586,2037972361,-835133331,1325335976,0,1,907204794,1603079464,-1627172708,-1244771514,-872624651,1524776605
-1297904597,-1475674795,1818524131,-2096278929,0,1,-1302674090,1923379646,-1010242638,724460319,1302147967,1128554880
-362067366,1169665558,-1334585391,-814330672,0,1,420906364,-352321833,1141171623,-803378859,220762126,1641955653
-1369233961,-1474806290,1199985743,-1625031550,0,1,-1273211809,-925409626,-1922371833,-1851390113,680170058,1513128991
-981639548,-1681553510,240947355,1964049681,0,1,-1808930926,25437962,-69719520,-98902853,-886147725,2077486712
1355101383,1712966338,1615580420,-413488769,0,1,-303394793,-789855064,-1700272273,981020080,1365449523,1200433327
1718106465,-1853158789,261468952,-231289645,0,1,-759472295,-1197793785,-1747147818,-567843532,-265951489,-78981166
411000747,-1407258259,1352268039,2096045009,0,1,-1458678165,1516350307,1542557850,440065779,1794013480,-1263623627
-899372170,-572339631,-1532594480,-527184372,0,1,-160669931,31641059,-163161249,1327975016,-478640760,-515550782
-2414366,-2090797148,-919613985,1698272704,0,1,1391670414,-216256792,1213552555,-1131728390,1685042283,-449402440
-1990223296,-1829852044,1107979910,-615605610,0,1,-525840303,1109140239,-960593008,637591979,-391689109,1255156112
-1124871778,1437306311,613585451,-40790342,0,1,-948079535,1172201212,932389457,-51685070,750341537,-576149459
-655481795,250901920,-476442733,-411249595,0,1,200587846,-1448719973,1944150103,2104417412,1498398520,1810159894
692864832,1537344781,-609656377,623187366,0,1,-1676718217,2047923509,-1420074373,1449137838,124171202,1646646909
488010458,-1849092668,-651111335,926346885,0,1,155848988,230046655,2065683912,-161629491,-1274934497,316192193
-87724217,-1262694539,-563725253,-785664392,0,1,-1815754984,1698541959,963971470,-2048894246,-222014366,1309270621
-2106617023,-1240695626,1559001130,-1556003668,0,1,-1350960477,58190443,584453792,-1608514756,-20883125,-687460558
966223131,1454164557,-516657452,843997174,0,1,1476015029,655453397,1137468583,-664665501,-76360476,-683284720
734132766,955636759,-232668459,1104399479,0,1,-664202436,-1177297215,939488944,-1566477648,-856901777,-1125331890
1086139487,904882335,-237058333,-568566209,0,1,403003737,1639915904,-1838207001,1114194815,-592216923,-1222921514
-1101690574,-1402766385,-1911556189,50774336,0,1,587338640,383733082,-652456273,744819425,1569767208,419593614
988469847,1295289254,-602786991,1854016138,0,1,-1968369954,1809582315,-1224412418,1289011940,765887996,-161419762
-1973443420,80690733,611291315,515286469,0,1,-1662726671,-2078140800,196266082,721148318,1790067752,-1237771130
973754983,-858888254,-1705764795,-92966128,0,1,-1757025191,65608920,-147895704,2086826749,1722646535,1692923058
-1804958918,166551356,-1751640847,1616013699,0,1,-737914432,616250657,474933631,-541211586,-1549373763,1445635674
-1898644997,-529992366,-1081101895,-1535863598,0,1,235802874,90430713,774050386,445775738,2143953106,516425264
-200241292,-1505665235,-1173770792,1400146423,0,1,-125237600,1368453537,1421855535,-1318372867,-1677241397,-1747693525
765388299,-985381590,-1954992572,-574892714,0,1,1622208989,-1534496405,-327143887,2002277289,-451207130,962808406
-157244145,600377510,533998009,-1142433123,0,1,-287358456,832048299,-1488848830,-128443750,700106074,-133983830
-368992361,1140399330,-998566973,660706797,0,1,2095813909,-1611484907,724731629,-1887912424,980324425,825088713
-720824074,-1348891093,34258619,1732507436,0,1,-14746486,569569111,157693521,501461550,1419735421,-882880017
-56459671,-1440107925,128023021,-1653701547,0,1,-1759710366,332768095,1284592235,1318070427,-520170365,1734033553
1023313722,-249712794,-2123876973,1439140407,0,1,288423238,-290744669,-1398740741,-480238971,1527307630,-488822499
-737087371,-1531504940,-118657821,-1847076568,0,1,1597645384,-2051094390,1757346019,1679641756,2071642856,-1608346060
2110936547,-723567677,-2099059754,1764780048,0,1,-105096143,2045684398,-471121090,-1758321899,844086862,-532774895
-517476324,1140268434,-1881906810,1959349918,0,1,-1455862367,-345117436,1830154274,-966075654,1059307516,-325890342
-639586507,1749638165,-1142068860,-1847205384,0,1,-279326662,-1778201027,-1919004055,1851499195,1283296458,-1805806429
-603540395,-1572252912,-1906021421,1059930666,0,1,-694534245,892157044,-969000164,123324765,1152439935,-1041160432
371309173,1847294804,-1615655247,-1791375136,0,1,-305617739,-1814783618,1710566552,774161104,1151315333,979120921
-2131624737,-1812721155,1886998263,-397394398,0,1,-1286826910,1480136707,220687358,-1363659894,-771402134,-1535778898
2014420964,670998213,878515665,846850867,0,1,-1926112466,-6361743,1086929021,409058594,-1529939867,767984900
1650370774,655685278,-307290105,666636326,0,1,1811512898,1261039357,-779961390,108940404,-885507101,957040695
-232204624,1554617254,99583341,2077494873,0,1,-1901386851,-1982440967,90441615,-1360540286,-1031020418,-1549434497
-1661767851,-537264307,748345018,738374363,0,1,531226263,538360939,-102317505,2009908712,1822771050,-1186393286
-875582676,-504174848,1708464429,74802581,0,1,-596051274,-1098506981,727849355,-858204668,-964303504,-229012140
1755628967,-869587930,1525433362,763521502,0,1,-320019476,1937347741,2012008997,-1697439140,-174992958,-1548493743
2060414669,-2079725723,1171553980,-1252079415,0,1,-1995860618,1587650121,1913030397,520130703,-70969572,-321996874
-1029475829,720231739,-807260438,1750405936,0,1,-909443833,2119246353,1207487807,1775495357,-1716903136,-1716422555
-94324918,1202603692,-816676838,1017015207,0,1,101667809,1011647585,1165020892,1383087170,1717945062,-407085668
566687406,-1202794432,1290482101,-1158958549,0,1,259379363,458650368,444434882,-637696649,1130406903,1697130994
820920547,-1518233613,1003123147,1405123619,0,1,1842288354,1605613511,-289568535,-544870445,2023765157,1414038187
-1084037616,1230863274,-753206932,337082585,0,1,921478841,-906252871,1230740340,925698995,399389521,-668054263
233800732,1476267751,1318553390,1057484187,0,1,840174968,534795048,57298895,-801747636,1999203591,269071192
-695217652,-1548921814,-51773842,-860778031,0,1,168831048,-685124993,-22185614,-1193278820,872113539,-805899853
935293570,-506588208,1884835878,740424599,0,1,-1628189646,-1057105030,418108693,-306282877,1431799968,-714622421
-861745647,-891043615,-1061463291,1724816223,0,1,-1009169791,-3017540,888265195,1580874415,-2090325864,2144146710
-1898463316,-1704250502,-1695182243,-1434106053,0,1,180464714,1424982669,2146477823,-418562085,399380040,-39512415
1051630201,-934230621,2127380564,-1970922180,0,1,-2101780795,-1207275544,-712563596,-1052293999,374047095,-1398686574
-5618655,1801343650,351299896,-1351739852,0,1,-585929340,-299446142,195412104,920824430,1994555826,-2135157960
314823311,229102561,424105073,1883312415,0,1,1759456426,-1027118548,-1441233552,1453734868,1809117059,1685962785
-818645464,490420696,-697409058,849128501,0,1,616583944,-1440373965,1066499148,-917042657,-1799059923,1271730406
383023982,-1562323367,-1995801562,-709235203,0,1,-1600837009,1013435159,-335688252,-1280579811,-1464598011,-445381238
-1128591993,1863962936,-963242261,-1231166067,0,1,-672748425,-1617093573,-133452186,761687546,1312761979,1148752598
-952918745,1671441370,-2058602004,-348266399,0,1,-1184616366,-1398288753,883067036,510595433,-203117852,28985526
1499431783,1442344798,-3530539,10116014,0,1,1924565739,964208014,502268324,-1954540323,-1901587944,-1831493944
743432870,823618120,106151010,694748083,0,1,96638378,244608211,1313794720,1133364738,1661361076,5763500
590613789,1862264004,-1361181503,-198264452,0,1,87842296,803025224,-2029379372,-1540714001,561958763,355309294
1749741658,-1985555625,-1934559299,1379423410,0,1,-189944268,-380037218,1822582348,-334425782,-1020768264,2058926071
767095098,186692529,-688631869,207830383,0,1,1251932942,-2093901501,-184716285,-1570721070,363138318,-1507650831
-1783222878,1230703882,1199878442,908204505,0,1,-1123223052,1778261252,927986514,1629138714,563753702,-1046066952
909415436,-945188775,-604928199,-1212764015,0,1,-1956907371,-1422489268,1248205367,478907543,-1604809320,558115061
770912990,-352580739,-1999860158,1128374602,0,1,764148385,-1546005681,-825988781,1972953214,-260044089,1568089718
-1792767799,1192747962,-742701560,-1733462442,0,1,873477960,1602175581,-1970012269,-519321335,-1878727651,-324689765
-1267203898,2135098805,-1763475837,1027285962,0,1,366003882,72667567,-689915114,-910096727,797798024,822928026
-1393319530,1793193849,-170232519,1231881145,0,1,-1193358515,-118251868,-1324099195,15074709,1826616104,1711861636
148190511,-768258728,-863672555,492875409,0,1,1685762594,-225446330,-1790800150,-97581708,-489864674,-1066822076
1411281171,-396863516,604492596,366994035,0,1,1311268758,-2116964857,-1281313734,477700072,-982782944,-706501796
661293664,1437809429,-1538543075,991458364,0,1,1440477509,1763912041,-1603447534,-1640785758,228388518,874022055
2006179802,304434701,-1972888859,1017931012,0,1,-1388968072,-1129151493,1599439817,-1975883843,-93306795,-1011803087
-2030967348,506571570,925271263,-74746800,0,1,-907122471,1242876938,-1990045518,-2023381044,1319935227,1075110828
373602063,453533055,-1494492187,1761208563,0,1,-2012320507,-120292419,755685674,1164855186,-1938323064,2082397310
-36871309,-1710343812,-1303320390,895769050,0,1,-2120333799,-381790578,1736456842,-1501809317,904577007,1176087080
1515115794,1351545783,1379643357,-1595433265,0,1,-617289785,-752744390,2017990755,1528546913,920717628,1053035781
-101111847,-1750101670,-1533686891,-578733710,0,1,-1791733521,-1311802226,1351857048,-352056692,2134672169,1759132694
-1236160234,950539945,-1572186845,-126197733,0,1,-805990663,1787007809,1103443810,-365624021,352977827,2077641595
658660314,-66264504,-1145099798,-16161637,0,1,-772177746,-12473835,1936660219,1961310054,-1061418854,456081042
812113145,748688913,-379750954,2022136683,0,1,-2094585579,970731212,156459076,1913100402,787794013,501081796
-1935947767,-621419078,1129468445,697925385,0,1,1260561343,-1820371432,1650331118,-1173161959,1130925832,860986513
1872882857,933763014,-555651796,362702401,0,1,-1090195407,-105193463,1930783930,-2127728297,-1157257531,1253806105
1414590780,-274630327,1883725283,-1951703129,0,1,-766948440,-686558347,1390941883,-1982563583,-538952045,-511610826
1517330214,-264238634,-84246738,-1257770572,0,1,-1767754855,1471213987,1561714791,825629773,467062513,-1072889885
-164659629,1969692262,136502078,379790080,0,1,-630165303,1597361266,-2113839923,1552559310,-548667452,1961348605
-1507553279,336135391,-203248790,-854912605,0,1,1377393770,854527996,-304181875,1744221420,204997452,-1039043672
-1974758008,84321204,-199312143,-359979012,0,1,1235030450,1614769837,-412692407,1287393416,-171316447,975663071
-1147696684,-699568587,-2143524856,1018873874,0,1,-1037862217,684152179,-1654055540,1165872719,-979658574,-1009350543
-1262601169,-1328111902,-537932177,-1420405550,0,1,-1059806338,-1833477029,-987887521,1452004400,890966175,-1607411775
-1495658083,43247795,554181827,1830707628,0,1,-852754649,-304502794,-1456530182,-1580752198,742941717,1496411760
298222790,1973982024,-1423981618,564864784,0,1,-302320605,-1480619205,2057282530,2134498078,1787690325,1969341978
581732523,-1004777599,-1384393153,-1822302484,0,1,-1769743333,-1618797856,1622735657,-159576634,-730749207,-1254835354
-95863671,1703729056,715332282,-1873395365,0,1,-894420658,-681916004,965882351,1786588571,-1613995743,-1999751305
-886572759,1442714135,226473731,2055577455,0,1,1032851281,577456763,957133501,-1578548557,1110178505,-384237837
799397110,-1841118568,-373910298,877506395,0,1,332233760,693141536,-1494140123,1817340648,1570481520,137837511
707744705,-2043859435,706549895,1940633045,0,1,1159438459,-1649882579,95237289,-680732102,1543162011,2020825380
1042114694,-1875655442,1563669506,1740991292,0,1,1301660683,106730526,1118104544,237285560,1550286988,-1756733979
2080053939,-750170292,-1939843935,-1792572990,0,1,863935467,-1671944293,1461362625,-2076211604,-1329249965,-1659347584
919821254,-1000131547,741473072,-1145226360,0,1,2109695343,-165548233,1083103637,-16250141,-678708539,-681636500
-984293935,-455860362,-630143909,1434639752,0,1,29812481,147652243,-1579281439,897380599,-219863089,283817548
-590083762,307230926,-1706844478,1520392465,0,1,1466143634,-1609200237,398957079,-1669503692,797611886,-641507554
319193803,-1873338070,1093323631,-411680106,0,1,-1285477033,1337337422,1063819759,-1229669048,1608495657,2127564369
-1464257377,-953117927,745681157,-1356693987,0,1,1639927776,-1624278359,-1094625124,-1690075936,-2064560525,448821597
1617957000,1645410523,5307409,-1484942790,0,1,-618121667,1872472404,1925978892,273364649,1971147542,-1228420713
1717207519,-644842423,1189474836,858111184,0,1,-2039370435,1232385752,2018196672,-1319720772,-257156329,685651707
-312692246,2038899218,-646804311,-225204468,0,1,-1544884371,-63116405,1458264966,-1327286019,-1279845561,-1201716975
-1948055554,-1817781342,-715091749,-287101808,0,1,-2096757581,-1763128045,982256758,-1015946770,1024279857,219666495
-762793750,221638745,-598166519,768831890,0,1,-569531464,-1356365590,-1321446402,-1262557146,1162338466,-505302980
-1128972269,-1033956265,2016845429,1351644353,0,1,-168139157,768145279,-450756501,-1819245969,-1566211087,-1054363481
1603928897,1876420841,771713463,-329598943,0,1,1460288620,-1989512923,-1304376392,-1778545485,413058086,2031428736
-762292528,501021468,-1294898477,2080105460,0,1,-594024276,2122374559,-1532703310,-584776149,-800075303,932807620
-1517305938,1512224564,526008993,845623346,0,1,595421721,1451603813,1913557410,-117600237,1692130160,243417501
-246759152,-961828933,1226293093,-765884545,0,1,-349718209,1373923651,-1232048109,515629266,1816036468,-1817601079
454650812,-1752809958,-1521704218,740093092,0,1,-1672362242,-440218817,-2067585232,1152330417,-1887251270,509165337
-525848742,304807530,1693441655,1962605741,0,1,-1644564407,-812385141,600455410,1197686170,315555554,753576191
-669407517,181434946,-954598579,-1150494501,0,1,-1311038628,-1084309978,-654049644,2068266076,1729925784,1258007184
804186213,-917857305,739116364,130878508,0,1,1915538051,417342527,-880952698,-153932444,-1168141055,1311748604
451681231,-69311525,1050251969,-652802848,0,1,310797285,-226295406,-446216378,1306880058,-1458435121,-403687551
61903085,-434406017,-1187345389,1830611992,0,1,1262920195,-21009516,-1134805467,164621557,2112375165,1847160695
-1383660414,39388747,-1262239543,-496066775,0,1,-619028538,663727123,1530843238,253560257,1530551342,675305948
-66367115,471276174,-1688609425,1149506697,0,1,-1252957935,-6531722,-422897449,-1517260552,756788083,1941184569
1142849516,1975471811,-1279662499,-1555813837,0,1,69887172,-1949378346,1940073549,-2058477425,65758988,-1700065093
422812953,-812534344,-248426254,-160427147,0,1,-528217052,676982729,-2001088168,291464182,-1400820537,828179262
-1257255259,1880034514,430462361,-1600769278,0,1,-355681805,1982640588,-1768757419,335564799,-1480356014,868269114
1912276936,1413354393,924308371,-1883054808,0,1,563469502,-688519754,-1289617578,2048025227,2141268084,-1213703669
1694997476,1451169855,-1857182849,-938239295,0,1,-888564299,1939241196,1850700297,-381181196,998709445,-1802136319
1576891241,-1592599679,1279373190,1968076370,0,1,-1102732574,-2062912993,1173381191,1359267231,1863115814,-1723267077
1706765596,1813867875,-1304034075,-339649717,0,1,-93588961,63512392,-1379610580,293913727,-1118465792,-63306781
2064998458,932951744,-306462519,-745539745,0,1,1522956576,1400345205,-1524840137,-1614463986,-718933152,1755368844
