Salary_0,Salary_1,YearsExp_0,YearsExp_1,[##V]_0,[##V]_1,[Academia]_0,[Academia]_1,[Degree]_0,[Degree]_1,[Region]_0,[Region]_1
-1668271792,-681905367,626021306,-2058366172,0,0,-466936021,-1182735546,-1674394050,506312204,-201556780,-1864411606
76290826,-529995887,777091368,1262967426,0,0,-269993730,205848038,-298510576,1444500755,-249124306,1407628100
1155235666,-675260261,-1289971063,848895765,0,0,1001395661,1461940027,-274125460,979943945,-261611961,1807518623
1821211614,-1828984408,168283669,-534531156,0,0,150615040,1691673302,-977836230,299013457,210194352,359072596
-886561746,-876443229,1296437150,1827012280,0,0,-2044993180,207003333,442343904,-580558337,-71639407,601871872
1457573325,-1616191540,-2031739389,-1646889328,0,0,-1477079083,-509189072,844303778,-1567139878,-951716827,-1623533970
-655150973,25562866,-937790357,1492726363,0,0,-849851891,873044296,-286538423,1034429845,1016650064,-522940659
-2141958132,-387467014,-1664273049,2088002315,0,0,-102503501,1784470526,-1998034894,-487217471,-1960707364,864930389
-845332292,-767079178,1975313036,-1886771405,0,0,1863146268,1005310591,931601383,-513524072,1174046678,-1655957799
-130177177,-748620030,285097088,779710411,0,0,88708510,-1905822277,-1523158149,-1976572727,1394356756,-294963853
-1500231810,-1723105574,780015005,-816570206,0,0,1470590288,1092365353,1841544624,-558874771,1246415628,869316126
287408101,1043915020,498068789,-1975889822,0,0,708153288,-1908742087,1957164187,-1489638981,-83940962,1311656791
257456346,-1753382438,1899059858,576144396,0,0,-391020099,156545181,-7875009,1093294674,975932451,-1808554467
-628139385,929983544,-1711488100,-1499443010,0,0,1846055217,369246573,-2027864617,2022560549,716049661,-1629139426
1189238914,89560448,-448765881,-1885311497,0,0,-2125668096,440714847,-1143241963,1438903238,-2099814949,2009961884
817862875,-387359414,-2066888425,-491495748,0,0,395560694,-1040235013,-225568258,-466659833,1884609461,-2119938693
1322314115,-1192962887,1444891069,-1272535390,0,0,-1536835613,-1815597075,706572698,-1127902316,373724541,1214676395
-1210927223,968138643,27083697,1159430748,0,0,177031095,1569635666,2134099303,-677691405,-833437329,125144780
2087658831,1552633779,937640050,554669367,0,0,-1587774309,1744811606,-847996622,-1037352658,-1195786197,2081296301
1484561808,1378553433,-2101730855,2029407191,0,0,-1072210540,-920384973,-381412780,1541563779,2006221888,-1468007428
494246757,-1562744693,-2051596488,538203402,0,0,-175875558,903024667,2128799102,1032095533,212500476,1858555029
1529742710,-293015021,2025136793,-990597553,0,0,640615317,1821377324,702348055,-1065619188,-89984827,864057485
858177092,-1870757550,477700,-1756732053,0,0,1127805313,1046128457,1819926848,906835112,-736200436,-1973309622
-839531974,-281337690,2077784617,1212965079,0,0,-1020552830,1829052930,-19348504,-527794273,-338417832,1539422761
125238369,-775007797,-1747550926,-1981446419,0,0,-567678614,1443013022,1062082873,1753974383,1467202543,510822012
1992676293,175860049,-1355818778,546968461,0,0,82041850,1842538071,-713927821,-1613381283,-671669634,-442202384
-2118992428,1618822709,1240560306,435712799,0,0,-147838351,2065288860,1094102252,591993775,-1742934016,-1038314133
1586286215,-2123942254,1834103948,-562142952,0,0,444619232,1200661106,1189975455,1270896270,-16007525,-444125494
-494173227,1917062807,1244105511,-1929100857,0,0,-101474576,2068502534,-1657064804,-1764415703,-1503474968,-198431458
338269846,169217960,-919453636,92963880,0,0,1587361779,-869589628,-572735898,1837317260,1820692131,-1256724561
891303710,687340498,-828923465,-181038175,0,0,242198023,-2107636525,-200857663,2102583697,-565651234,1639666849
-1316675372,-920990347,-220589999,1649013428,0,0,1933463258,673669859,243703936,-227370790,-1638407803,-1156514769
-2113690559,-396571913,-1451152850,2083793434,0,0,709294007,369892110,-944327967,-2073242718,-1525529884,1482040122
1966742458,-1737992137,1995518785,137636252,0,0,243708936,-1840218434,1543690441,-1780353767,-1647471634,1874655946
-1672992130,1300732349,883573732,-618080882,0,0,-1718419295,-1876773764,-2052932747,-354828233,-2066508927,1317002301
1139324488,279159658,-1053665590,-1214204734,0,0,-392012504,-612375903,-2051191010,-2041259854,1479933032,-70166929
844112542,-2046273116,-2100428982,1389971739,0,0,-534779322,265489002,-35783161,-409839645,-1951456266,-1482547511
1795703427,-2030801523,-941161459,-734557016,0,0,-266529624,1526748386,-1329943195,1232352679,1636290569,-1900156963
-1898482023,1736008916,-860657620,-1697366200,0,0,-149915110,313990660,695179234,930520065,1797235495,1738415558
-1919235151,713223502,-664977768,-1677107457,0,0,-637731815,327070567,135389795,-248966789,613273634,140384765
2068260436,1361117419,621217104,-1585083360,0,0,203978569,930205368,-1843606850,693750600,1510285463,-458015141
1164757110,-394101325,-1102043757,836980972,0,0,-2006096076,-83141228,-621174160,-1487752639,1427419537,1783763013
1810911867,545022992,-1016412736,1808284172,0,0,1104823910,-1896470402,1118597326,-1818893376,501806268,-92621558
-480535717,1139044807,-2019334175,-1585559354,0,0,256480744,2045958536,-667798924,125791532,-1875540420,-1833962833
1879265438,-1349174608,-1427461210,1949478069,0,0,2015796262,1371287783,-707315554,481202420,1738935882,1623726614
-1441169296,783743526,-7336236,-319673445,0,0,1479484255,-1097962250,1361553848,-2122553908,376102023,-312423117
1341242342,-357579019,583362791,-1208466677,0,0,-1025352438,-504013126,1821162528,1520153175,-1040048601,-962787322
-1318501948,-2131247408,-1291858898,534644656,0,0,757274984,687877417,-1198815761,2060913349,305660008,-1686355837
-746765426,980033291,1116198892,1582736647,0,0,1086954119,898292036,1232327170,1452980105,-809875326,340647403
-2081878740,-744421702,1898453130,-2061663329,0,0,-1235523703,-767156043,1971110327,-1483844098,-1294620865,506899194
-1361747575,1249814436,-359867243,-1119253566,0,0,-772174918,-670146709,-496922896,-1207930628,285958218,-314012000
1810063849,95778152,-2117099580,-1724817391,0,0,2113070464,1720066299,360388455,-1128852821,1460485116,1649645989
-1567060611,-1168224744,699294155,392624358,0,0,1163367913,-1274641611,-931760844,1086345545,872903200,-1432521011
1036950099,-1844021430,554972305,-793637009,0,0,-599965701,-2023390329,-1033960024,-1345837884,-1774958181,2025295128
156120715,1086820728,329797255,1342135818,0,0,-1192369582,-2051362290,-1690411778,-130791649,1009768882,1676001316
-358838885,396266425,-580600292,-436604457,0,0,-420832205,1521818916,-1227344147,21352479,-293570102,632901913
318140679,-47187051,532594202,755255636,0,0,1136788483,-1143490971,215361379,800926439,1297060530,290537570
-650080480,274890034,22725734,-550932837,0,0,1477502535,1555758680,1475412318,1825600006,313792445,1451354636
-1386746483,-587433682,-1098159488,195325962,0,0,-1275533980,849445196,-674715702,881522411,-1889593475,1713712040
-1178994677,445609306,-1698656744,2094836440,0,0,1250767895,241852156,-1872857120,1370308335,1075123582,-959202106
610349909,89223730,974837986,1545827240,0,0,-2026125383,1660368349,-280842147,1393618172,1262417415,90759091
552977332,1083212778,1966964546,971590222,0,0,866437903,-1221209529,-171243868,-734825249,-161979799,-1916815445
-1507940388,-1775549851,-769028766,-1161261869,0,0,-1343186052,989543243,-522663219,-1983341899,-799941823,2137818309
710310818,-1613935797,-950161989,-218686345,0,0,1317980220,674560478,1377227023,407164400,-1541480135,1628646409
1807821967,83618074,825853169,1984668325,0,0,-2032599470,-483735150,642183430,1476781785,1815985509,-1144066940
-1084834422,659092120,541321960,-458084711,0,0,-713942315,2033392808,-301757437,-169670916,-1069435013,-905699421
-1307343192,-171928673,322948085,-298560128,0,0,1400420753,-945543674,1438930812,-765438491,-1728231047,-591694040
-1089711096,421063489,1620110977,1745725876,0,0,1903961599,221087155,967960725,-583684355,1774100166,-1330860660
-931341884,-891030754,205281280,1770663120,0,0,-1647784530,5100752,-335830519,665336586,-1030020862,-522014020
-791181418,-1246423586,-490202629,-835133331,0,0,1772082579,907204794,718085080,-1627172708,-1860242581,-872624651
-1521368485,-1297904597,277754822,1818524131,0,0,-1057049368,-1302674090,-387544914,-1010242638,249123580,1302147967
-807565326,-362067366,-2146051223,-1334585391,0,0,-202802262,420906364,-1810264845,1141171623,1828114767,220762126
-1450780249,-1369233961,425045839,1199985743,0,0,2093681401,-1273211809,483190872,-1922371833,1924798035,680170058
-1631372668,-981639548,2089970289,240947355,0,0,-1784037224,-1808930926,29554330,-69719520,-1325556984,-886147725
1227271196,1355101383,-1202091651,1615580420,0,0,1023497407,-303394793,-1596011813,-1700272273,384709528,1365449523
135546893,1718106465,-30179307,261468952,0,0,1780498783,-759472295,1241237217,-1747147818,191836458,-265951489
996491841,411000747,846654252,1352268039,0,0,-210764535,-1458678165,1103842922,1542557850,-566174945,1794013480
1471795830,-899372170,2059778864,-1532594480,0,0,-141651209,-160669931,-1184820941,-163161249,37606473,-478640760
2093345722,-2414366,-778658716,-919613985,0,0,-1578165658,1391670414,-186751408,1213552555,-2124866091,1685042283
-474435489,-1990223296,-492374284,1107979910,0,0,-1565232289,-525840303,-524393928,-960593008,-1569233409,-391689109
-312195097,-1124871778,-572795095,613585451,0,0,-2103235924,-948079535,-881296537,932389457,-250485362,750341537
404770906,-655481795,887692352,-476442733,0,0,-1571621923,200587846,244301010,1944150103,850093613,1498398520
2065085604,692864832,-13530959,-609656377,0,0,-434136510,-1676718217,-46435119,-1420074373,1698915772,124171202
1361428743,488010458,-275235533,-651111335,0,0,83634850,155848988,-1925026047,2065683912,-1495613732,-1274934497
1350442371,-87724217,1349389682,-563725253,0,0,-151488866,-1815754984,-1131064490,963971470,-1127369159,-222014366
-947321023,-2106617023,-2997443,1559001130,0,0,-1408364344,-1350960477,-2097803875,584453792,700937850,-20883125
1874664346,966223131,-327339713,-516657452,0,0,1894473568,1476015029,-1683069244,1137468583,741815285,-76360476
-1689723796,734132766,-871730996,-232668459,0,0,1639632380,-664202436,-1789000700,939488944,1879079716,-856901777
-1990862581,1086139487,805624556,-237058333,0,0,2042263768,403003737,-804885350,-1838207001,1806225013,-592216923
-1790179151,-1101690574,1860781886,-1911556189,0,0,903700171,587338640,-176602038,-652456273,1150468770,1569767208
2011708020,988469847,-1251229127,-602786991,0,0,-512686540,-1968369954,-70242280,-1224412418,-607753228,765887996
1892948946,-1973443420,-1126577768,611291315,0,0,415685488,-1662726671,558436863,196266082,-594847572,1790067752
-114808726,973754983,1798730952,-1705764795,0,0,-1800605568,-1757025191,-1957873516,-147895704,38433975,1722646535
1638866724,-1804958918,135627177,-1751640847,0,0,-255890208,-737914432,-1007473341,474933631,-175322912,-1549373763
-1866058535,-1898644997,-1678001786,-1081101895,0,0,191745027,235802874,884141355,774050386,1627530979,2143953106
1706172976,-200241292,-226375604,-1173770792,0,0,-1457916159,-125237600,-439029040,1421855535,198378469,-1677241397
220420945,765388299,-1765081994,-1954992572,0,0,-1002864457,1622208989,-1680310887,-327143887,-596088204,-451207130
-443010304,-157244145,608435115,533998009,0,0,-548974942,-287358456,1595531996,-1488848830,-776383242,700106074
-770911750,-368992361,337860193,-998566973,0,0,-484891647,2095813909,-1538639625,724731629,188959363,980324425
2069977337,-720824074,-1766766039,34258619,0,0,-554953763,-14746486,344294526,157693521,-1610669931,1419735421
1496756870,-56459671,1525678549,128023021,0,0,-2067181508,-1759710366,33651440,1284592235,-2019191792,-520170365
-773564298,1023313722,684736591,-2123876973,0,0,-6591515,288423238,1338034813,-1398740741,-1177160587,1527307630
-2025985651,-737087371,1965734397,-118657821,0,0,-628823357,1597645384,212055164,1757346019,-614968100,2071642856
-1386943911,2110936547,334279733,-2099059754,0,0,-2142046561,-105096143,1960402986,-471121090,-764330408,844086862
-622510263,-517476324,-77443097,-1881906810,0,0,1112842405,-1455862367,-1417729318,1830154274,-743378653,1059307516
-1109961909,-639586507,-1305693045,-1142068860,0,0,2036014598,-279326662,-473567018,-1919004055,-668985237,1283296458
-2119116979,-603540395,846090773,-1906021421,0,0,-474545169,-694534245,-1050152381,-969000164,-2059275927,1152439935
2076666648,371309173,-887936877,-1615655247,0,0,2115780043,-305617739,1272049227,1710566552,2126749341,1151315333
-350546862,-2131624737,-1489603833,1886998263,0,0,-344617887,-1286826910,-1549838220,220687358,1987086790,-771402134
1609655004,2014420964,-1725366516,878515665,0,0,1924085343,-1926112466,1487439195,1086929021,-1995932320,-1529939867
1989344856,1650370774,-359346204,-307290105,0,0,550539455,1811512898,-671287388,-779961390,-231509038,-885507101
-1321987264,-232204624,2117889102,99583341,0,0,125663844,-1901386851,-1417426418,90441615,1630429442,-1031020418
-2095815634,-1661767851,-1486719365,748345018,0,0,1069507325,531226263,-1909848107,-102317505,-705932207,1822771050
1379888742,-875582676,-1783266987,1708464429,0,0,1660872620,-596051274,-407187573,727849355,886859812,-964303504
-886018911,1755628967,2006012457,1525433362,0,0,-1617594511,-320019476,-314576774,2012008997,1445072274,-174992958
19696574,2060414669,80525469,1171553980,0,0,-676852930,-1995860618,1829115506,1913030397,386637993,-70969572
309278328,-1029475829,-943145481,-807260438,0,0,-1214521578,-909443833,774579585,1207487807,1792836,-1716903136
-1107836759,-94324918,-200338367,-816676838,0,0,977524608,101667809,385938074,1165020892,-2116444289,1717945062
636246415,566687406,-131523552,1290482101,0,0,337879970,259379363,-1015018315,444434882,642288134,1130406903
697439223,820920547,1886720534,1003123147,0,0,847028516,1842288354,825780025,-289568535,753448458,2023765157
-146520284,-1084037616,416124378,-753206932,0,0,-15267072,921478841,2121699524,1230740340,-807371174,399389521
-1709630116,233800732,1918929749,1318553390,0,0,770989648,840174968,-748944766,57298895,1730207326,1999203591
-2050639962,-695217652,912551892,-51773842,0,0,-583402953,168831048,1179483114,-22185614,-66218960,872113539
-428238096,935293570,1669706820,1884835878,0,0,1577981769,-1628189646,-178934894,418108693,-2144324978,1431799968
1752880348,-861745647,-663352911,-1061463291,0,0,1007205948,-1009169791,1791746884,888265195,-56279669,-2090325864
-691844604,-1898463316,-1165678964,-1695182243,0,0,1580084935,180464714,-1728210656,2146477823,-362080018,399380040
-117073112,1051630201,-156458361,2127380564,0,0,984822060,-2101780795,348152036,-712563596,-1159053854,374047095
-1795289534,-5618655,1000439977,351299896,0,0,859159815,-585929340,1028090596,195412104,-161574262,1994555826
-543824787,314823311,1987549824,424105073,0,0,-1441249658,1759456426,-54608219,-1441233552,262746016,1809117059
328236218,-818645464,-151719414,-697409058,0,0,-1897533381,616583944,-154765741,1066499148,-553019697,-1799059923
1179551353,383023982,-1589930507,-1995801562,0,0,-1661804167,-1600837009,1482042074,-335688252,1304430472,-1464598011
-735085977,-1128591993,-2100558947,-963242261,0,0,1216065613,-672748425,-714226792,-133452186,172473003,1312761979
-718185810,-952918745,-1888098868,-2058602004,0,0,365166301,-1184616366,718117366,883067036,-228662700,-203117852
1353250123,1499431783,-6585464,-3530539,0,0,1271803749,1924565739,-1771039367,502268324,477990103,-1901587944
-1566854441,743432870,-800899086,106151010,0,0,190249337,96638378,230894752,1313794720,1666296345,1661361076
1842125014,590613789,1559445957,-1361181503,0,0,719416497,87842296,589345083,-2029379372,877877637,561958763
235996415,1749741658,555135916,-1934559299,0,0,502577579,-189944268,-2135722236,1822582348,-1181681651,-1020768264
-953510062,767095098,480801518,-688631869,0,0,-911252916,1251932942,1453180629,-184716285,-1283055621,363138318
552886605,-1783222878,-2108082947,1199878442,0,0,-722279184,-1123223052,1448434764,927986514,-532907491,563753702
35983766,909415436,1817692223,-604928199,0,0,544047065,-1956907371,1458411171,1248205367,-2128829078,-1604809320
-418172955,770912990,871485583,-1999860158,0,0,-1907217938,764148385,-1151563474,-825988781,-1376310091,-260044089
600280951,-1792767799,-1818803262,-742701560,0,0,1802466581,873477960,1805137566,-1970012269,2090943617,-1878727651
-867630622,-1267203898,736189895,-1763475837,0,0,293869316,366003882,522304957,-689915114,511806484,797798024
-399624895,-1393319530,-1061648598,-170232519,0,0,1076712937,-1193358515,-1309287407,-1324099195,181869742,1826616104
620564000,148190511,370797152,-863672555,0,0,-1762311067,1685762594,1869450143,-1790800150,581227614,-489864674
-1014200067,1411281171,-971486600,604492596,0,0,-805703280,1311268758,-1344689194,-1281313734,277368696,-982782944
-2099073091,661293664,547084713,-1538543075,0,0,1022941229,1440477509,1046400432,-1603447534,964979201,228388518
1984472475,2006179802,954957866,-1972888859,0,0,293897346,-1388968072,-714087308,1599439817,968973412,-93306795
1524503794,-2030967348,-850524427,925271263,0,0,-2080725805,-907122471,235403134,-1990045518,246972240,1319935227
-826971876,373602063,-266716360,-1494492187,0,0,1893340857,-2012320507,1751424697,755685674,-261532176,-1938323064
1747363410,-36871309,407551351,-1303320390,0,0,1755320470,-2120333799,-1040445486,1736456842,1945310662,904577007
1428801179,1515115794,215789911,1379643357,0,0,135720956,-617289785,592698886,2017990755,136643641,920717628
1851422339,-101111847,2112420637,-1533686891,0,0,620440673,-1791733521,-1147684585,1351857048,400998200,2134672169
285938489,-1236160234,1698384614,-1572186845,0,0,-1518985799,-805990663,-1410321847,1103443810,1859930331,352977827
-592313331,658660314,1161261449,-1145099798,0,0,783821499,-772177746,126362009,1936660219,-611109364,-1061418854
-1560601411,812113145,-1642385703,-379750954,0,0,-1157953575,-2094585579,2069166134,156459076,858336922,787794013
-1737211733,-1935947767,-1827393819,1129468445,0,0,-664930905,1260561343,-666044938,1650331118,1882788763,1130925832
1488542974,1872882857,192949404,-555651796,0,0,1186861113,-1090195407,-231203345,1930783930,-239192360,-1157257531
-1139614026,1414590780,67977848,1883725283,0,0,89831644,-766948440,-616796743,1390941883,1046564513,-538952045
-1252882873,1517330214,1342017349,-84246738,0,0,-1055735238,-1767754855,1814297640,1561714791,-606457584,467062513
-1804687916,-164659629,-516292126,136502078,0,0,-2059027270,-630165303,-561287165,-2113839923,-1414778306,-548667452
1171550372,-1507553279,1058161424,-203248790,0,0,1626755990,1377393770,-1977075355,-304181875,-836144923,204997452
1890484066,-1974758008,559291175,-199312143,0,0,698515230,1235030450,-1411727165,-412692407,-806451970,-171316447
1847608292,-1147696684,1124651004,-2143524856,0,0,-354144315,-1037862217,-669723705,-1654055540,105713857,-979658574
-1703816666,-1262601169,1958337743,-537932177,0,0,1382285093,-1059806338,-1818895251,-987887521,-1792293031,890966175
1452544532,-1495658083,1910077867,554181827,0,0,552753361,-852754649,149470785,-1456530182,1970866791,742941717
2022820867,298222790,859116873,-1423981618,0,0,1246068505,-302320605,94796030,2057282530,535575370,1787690325
423314671,581732523,-1088271658,-1384393153,0,0,151045883,-1769743333,-1765411093,1622735657,1631919502,-730749207
-1607691653,-95863671,1158063116,715332282,0,0,501936339,-894420658,1408179316,965882351,386029141,-1613995743
-555864650,-886572759,2012916142,226473731,0,0,536560939,1032851281,-1729761265,957133501,-1422719942,1110178505
1042132085,799397110,-503596084,-373910298,0,0,983432193,332233760,-895266353,-1494140123,1437376177,1570481520
1336198795,707744705,1647784373,706549895,0,0,-659330474,1159438459,-759042415,95237289,596218301,1543162011
834020922,1042114694,990306512,1563669506,0,0,1271484437,1301660683,1283480410,1118104544,-886186648,1550286988
-1329808070,2080053939,-562550360,-1939843935,0,0,-1356415887,863935467,-752543315,1461362625,769465557,-1329249965
80808735,919821254,403753292,741473072,0,0,-1952544167,2109695343,-1081683086,1083103637,13940653,-678708539
1440538726,-984293935,-804495840,-630143909,0,0,151656850,29812481,-1801264361,-1579281439,-502296190,-219863089
283282004,-590083762,186452039,-1706844478,0,0,-143254015,1466143634,-1950679257,398957079,-162936718,797611886
1554425328,319193803,-681643501,1093323631,0,0,-53015784,-1285477033,-1982061404,1063819759,554679417,1608495657
-1877562795,-1464257377,611012845,745681157,0,0,-24103608,1639927776,629286015,-1094625124,-1640941783,-2064560525
1031771437,1617957000,1479635385,5307409,0,0,-1263296663,-618121667,1653026214,1925978892,-1011180922,1971147542
-1071993397,1717207519,-2047586013,1189474836,0,0,-821748764,-2039370435,-920808323,2018196672,-663605777,-257156329
-1725860166,-312692246,872008789,-646804311,0,0,1607861479,-1544884371,-435657862,1458264966,199776850,-1279845561
-528723538,-1948055554,1002193594,-715091749,0,0,367970720,-2096757581,-100799077,982256758,807050505,1024279857
541346958,-762793750,-170665364,-598166519,0,0,1898586963,-569531464,92453852,-1321446402,-1532604259,1162338466
-2131966257,-1128972269,926477518,2016845429,0,0,-667774699,-168139157,1991410182,-450756501,1669477204,-1566211087
814682707,1603928897,-442114504,771713463,0,0,-564114103,1460288620,666715912,-1304376392,1636556963,413058086
261705474,-762292528,-785206967,-1294898477,0,0,-1575537357,-594024276,2038549403,-1532703310,-405384676,-800075303
5397107,-1517305938,-1371632311,526008993,0,0,1979243901,595421721,-1963785807,1913557410,1784257256,1692130160
1209009476,-246759152,-460408546,1226293093,0,0,-1161572227,-349718209,-1473539904,-1232048109,-6873154,1816036468
1298264617,454650812,781611132,-1521704218,0,0,2039680448,-1672362242,-1066660480,-2067585232,-1847858265,-1887251270
221426465,-525848742,638919928,1693441655,0,0,1382681794,-1644564407,1688798572,600455410,1042568731,315555554
488164109,-669407517,2105093094,-954598579,0,0,243637627,-1311038628,-1572551989,-654049644,770127882,1729925784
113897165,804186213,-869994856,739116364,0,0,1791815356,1915538051,1034852321,-880952698,-193977093,-1168141055
-382244062,451681231,-397449085,1050251969,0,0,-536518025,310797285,-1467863171,-446216378,1323449421,-1458435121
372620504,61903085,-643266593,-1187345389,0,0,-1241921130,1262920195,-1248603439,-1134805467,334571017,2112375165
1344340468,-1383660414,1758306329,-1262239543,0,0,-57281580,-619028538,1411634598,1530843238,1937376756,1530551342
-404639192,-66367115,539102756,-1688609425,0,0,1254962279,-1252957935,1130063916,-422897449,1588562765,756788083
1176701957,1142849516,-1459490948,-1279662499,0,0,-1880835054,69887172,-152236862,1940073549,-1723828298,65758988
389967572,422812953,408853429,-248426254,0,0,-924982292,-528217052,-1712934228,-2001088168,-1646514180,-1400820537
-622705119,-1257255259,1170306952,430462361,0,0,-1663039425,-355681805,-2104317782,-1768757419,-1811729554,-1480356014
969590200,1912276936,958746465,924308371,0,0,-144451320,563469502,-919364131,-1289617578,-938904964,2141268084
1148964761,1694997476,-1499545144,-1857182849,0,0,-1197478567,-888564299,-2029465345,1850700297,-1357738558,998709445
15856200,1576891241,1047517746,1279373190,0,0,995086589,-1102732574,351577562,1173381191,-163191843,1863115814
774731930,1706765596,1643683803,-1304034075,0,0,-106762922,-93588961,-1136651177,-1379610580,1097831139,-1118465792
1297210993,2064998458,1052002281,-306462519,0,0,162655060,1522956576,987362616,-1524840137,-1115341076,-718933152
